,Quality,ID#1,ID#2,#1 String,#2 String
950,1,3128487,3128434,"The center has a budget of $45 million, most of which will be spent on research and testing, Bridges said.","The safety center has a $45 million budget for its first year, much of which will be spent on tests and analyses."
952,1,707975,708028,"""For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents,"" according to extracts released yesterday.","""For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents,"" Mrs Clinton writes."
956,1,3249070,3249202,The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America.,Both sets of findings were presented Monday at the annual meeting of the Radiological Society of North America in Chicago.
958,1,2857105,2857138,"""The impact of increased prices has only begun to be seen in the financial numbers of the company,"" Noranda president and chief executive officer Derek Pannell said.","""The impact of increased prices has only begun to be seen in the financial numbers of the company,"" president and CEO Derek Pannell said in a statement."
959,1,2820573,2820684,"In exchange, North Korea would be required to end its nuclear weapons program.","""In return we expect North Korea to give up nuclear weapons."""
961,1,3070940,3070964,Thousands of people in the South of England caught a glimpse of a lunar eclipse as they gazed up at the sky on Saturday night.,Thousands of people in the South of England caught a glimpse of the lunar eclipse as they gazed up at the night sky early today.
963,1,1390306,1390412,"It is a national concern that will touch virtually every American,"" Abraham said.","The impact of natural-gas shortages ""will touch virtually every American,"" Energy Secretary Spencer Abraham warned yesterday."
964,1,673713,673486,It will also unveil a version of its Windows Server 2003 operating system tuned specifically for storage devices.,"It also unveiled an update to its Windows Server 2003 operating system, which is tuned specifically for storage devices."
965,1,3427259,3427317,"At 12, Lionel Tate was charged with first-degree murder over the death of Tiffany Eunick.","Tate was 12 when he was charged with beating Tiffany Eunick, 6, to death in July 1999."
966,1,3084554,3084612,"Sales for the quarter beat expectations, rising 37 percent year-on-year to 1.76 billion euros.","Sales rose 37 per cent year-on-year to 1.76bn, beating expectations."
968,1,315647,315778,"If the MTA's appeal to a higher court is successful, the $2 bus and subway base fare won't be rolled back.","If the MTA's appeal is successful, the $2 bus and subway base fare won't change."
969,1,1230161,1230113,"Now, nearly two years later, Mallard prepares for trial on charges of murder and tampering with evidence.","Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence."
970,1,1929473,1929176,"In Nairobi, Kenya, the Very Rev. Peter Karanja, provost of All Saints Cathedral, said the U.S. Episcopal Church ""is alienating itself from the Anglican Communion.""","The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi."
971,1,1737570,1737431,"Recall backers say they have collected 1,600,000 signatures, approaching twice the 897,158 needed to force an election.",Recall proponents say they have turned in nearly twice the number of necessary signatures.
973,1,2706240,2706190,Selenski had previously spent seven years in prison on a bank robbery conviction.,Selenski had served about seven years in prison for bank robbery.
974,1,3428298,3428362,"Robert Walsh, 40, remained in critical but stable condition Friday at Staten Island University Hospital's north campus.","Walsh, also 40, was in critical but stable condition at Staten Island University Hospital last night."
975,1,668141,667980,The decision was among the most significant steps toward deregulation undertaken during the Bush administration.,The decision is among the far-reaching deregulatory actions made during the Bush administration.
976,1,1995509,1995537,"""For us, that doesn't make a difference - the sexual orientation,"" Archbishop Tutu said in the black urban centre of Soweto.","""For us that doesn't make a difference, the sexual orientation,"" Tutu told Reuters Television in South Africa's sprawling Soweto township."
978,1,2523564,2523358,"The Guru microcontroller serves four functions: hardware monitoring, overclocking management, BIOS (Basic Input Output System) update and a troubleshooting-assistance feature called Black Box.","The µGuru microcontroller serves four functions: hardware monitoring, overclocking management, BIOS update and a troubleshooting-assistance feature called Black Box."
979,1,2775381,2775426,"Sony's portfolio gives subscribers a variety of personalized services including the ability to download and experience images, ring tones, music videos and other music entertainment services.","Sony Music's portfolio of products and services currently enable carriers to offer subscribers the ability to download images, ring tones, music videos and other entertainment services."
980,1,2302811,2302908,"He said the local organized crime police were investigating a suspect, but he would not confirm if it was the 24-year-old cited by Bitdefender.","He said the local organized crime police were investigating a suspect, but he would not say if it was Ciobanu."
983,1,2079200,2079131,U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America.,"U.S. stocks rose slightly on feather-light volume on Friday, as Wall Street regrouped after the biggest-ever power outage in North America."
984,1,654098,654044,Big Blue says the SEC calls the action a fact-finding investigation and has not reached any conclusions related to this matter.,The SEC specifically advised IBM that this is a fact-finding investigation and that it has not reached any conclusions related to this matter.
